Entity,Code,Day,people_vaccinated_per_hundred,145610-annotations
Afghanistan,AFG,2021-02-22,0,
Afghanistan,AFG,2021-02-28,0.02,
Afghanistan,AFG,2021-03-16,0.14,
Afghanistan,AFG,2021-04-07,0.3,
Afghanistan,AFG,2021-04-22,0.6,
Afghanistan,AFG,2021-05-11,1.13,
Afghanistan,AFG,2021-05-20,1.18,
Afghanistan,AFG,2021-05-24,1.2,
Afghanistan,AFG,2021-05-26,1.2,
Afghanistan,AFG,2021-05-27,1.2,
Afghanistan,AFG,2021-05-30,1.21,
Afghanistan,AFG,2021-06-02,1.21,
Afghanistan,AFG,2021-06-03,1.21,
Afghanistan,AFG,2021-06-08,1.21,
Afghanistan,AFG,2021-06-14,1.22,
Afghanistan,AFG,2021-06-22,1.46,
Afghanistan,AFG,2021-06-27,1.63,
Afghanistan,AFG,2021-06-30,1.76,
Afghanistan,AFG,2021-07-05,1.82,
Afghanistan,AFG,2021-07-07,1.85,
Afghanistan,AFG,2021-07-11,1.87,
Afghanistan,AFG,2021-08-20,1.93,
Afghanistan,AFG,2021-08-31,1.94,
Afghanistan,AFG,2021-09-30,2.08,
Afghanistan,AFG,2021-11-14,8.86,
Afghanistan,AFG,2021-11-20,10.76,
Afghanistan,AFG,2021-11-27,11.04,
Africa,,2021-01-09,0,
Africa,,2021-01-13,0,
Africa,,2021-01-15,0,
Africa,,2021-01-16,0,
Africa,,2021-01-19,0,
Africa,,2021-01-20,0,
Africa,,2021-01-22,0,
Africa,,2021-01-23,0,
Africa,,2021-01-24,0,
Africa,,2021-01-25,0,
Africa,,2021-01-26,0,
Africa,,2021-01-27,0,
Africa,,2021-01-28,0,
Africa,,2021-01-29,0,
Africa,,2021-01-30,0,
Africa,,2021-01-31,0,
Africa,,2021-02-01,0,
Africa,,2021-02-02,0,
Africa,,2021-02-03,0,
Africa,,2021-02-04,0,
Africa,,2021-02-05,0,
Africa,,2021-02-06,0,
Africa,,2021-02-08,0,
Africa,,2021-02-09,0,
Africa,,2021-02-10,0,
Africa,,2021-02-11,0,
Africa,,2021-02-12,0,
Africa,,2021-02-13,0,
Africa,,2021-02-15,0,
Africa,,2021-02-16,0,
Africa,,2021-02-17,0,
Africa,,2021-02-18,0,
Africa,,2021-02-19,0.18,
Africa,,2021-02-20,0.19,
Africa,,2021-02-21,0.19,
Africa,,2021-02-22,0.2,
Africa,,2021-02-23,0.2,
Africa,,2021-02-24,0.23,
Africa,,2021-02-25,0.25,
Africa,,2021-02-26,0.26,
Africa,,2021-02-27,0.27,
Africa,,2021-02-28,0.27,
Africa,,2021-03-01,0.28,
Africa,,2021-03-02,0.29,
Africa,,2021-03-03,0.29,
Africa,,2021-03-04,0.3,
Africa,,2021-03-05,0.31,
Africa,,2021-03-06,0.32,
Africa,,2021-03-07,0.32,
Africa,,2021-03-08,0.34,
Africa,,2021-03-09,0.35,
Africa,,2021-03-10,0.36,
Africa,,2021-03-11,0.37,
Africa,,2021-03-12,0.37,
Africa,,2021-03-13,0.38,
Africa,,2021-03-14,0.39,
Africa,,2021-03-15,0.39,
Africa,,2021-03-16,0.4,
Africa,,2021-03-17,0.4,
Africa,,2021-03-18,0.41,
Africa,,2021-03-19,0.42,
Africa,,2021-03-20,0.42,
Africa,,2021-03-21,0.42,
Africa,,2021-03-22,0.42,
Africa,,2021-03-23,0.43,
Africa,,2021-03-24,0.48,
Africa,,2021-03-25,0.48,
Africa,,2021-03-26,0.49,
Africa,,2021-03-27,0.51,
Africa,,2021-03-28,0.53,
Africa,,2021-03-29,0.53,
Africa,,2021-03-30,0.54,
Africa,,2021-03-31,0.56,
Africa,,2021-04-01,0.58,
Africa,,2021-04-02,0.58,
Africa,,2021-04-03,0.59,
Africa,,2021-04-04,0.59,
Africa,,2021-04-05,0.6,
Africa,,2021-04-06,0.62,
Africa,,2021-04-07,0.64,
Africa,,2021-04-08,0.69,
Africa,,2021-04-09,0.7,
Africa,,2021-04-10,0.71,
Africa,,2021-04-11,0.72,
Africa,,2021-04-12,0.73,
Africa,,2021-04-13,0.74,
Africa,,2021-04-14,0.76,
Africa,,2021-04-15,0.77,
Africa,,2021-04-16,0.78,
Africa,,2021-04-17,0.8,
Africa,,2021-04-18,0.84,
Africa,,2021-04-19,0.86,
Africa,,2021-04-20,0.87,
Africa,,2021-04-21,0.89,
Africa,,2021-04-22,0.89,
Africa,,2021-04-23,0.9,
Africa,,2021-04-24,0.91,
Africa,,2021-04-25,0.91,
Africa,,2021-04-26,0.92,
Africa,,2021-04-27,0.93,
Africa,,2021-04-28,1,
Africa,,2021-04-29,1.01,
Africa,,2021-04-30,1.02,
Africa,,2021-05-01,1.03,
Africa,,2021-05-02,1.03,
Africa,,2021-05-03,1.04,
Africa,,2021-05-04,1.06,
Africa,,2021-05-05,1.07,
Africa,,2021-05-06,1.08,
Africa,,2021-05-07,1.12,
Africa,,2021-05-08,1.13,
Africa,,2021-05-09,1.17,
Africa,,2021-05-10,1.2,
Africa,,2021-05-11,1.23,
Africa,,2021-05-12,1.3,
Africa,,2021-05-13,1.31,
Africa,,2021-05-14,1.32,
Africa,,2021-05-15,1.34,
Africa,,2021-05-16,1.35,
Africa,,2021-05-17,1.37,
Africa,,2021-05-18,1.42,
Africa,,2021-05-19,1.45,
Africa,,2021-05-20,1.48,
Africa,,2021-05-21,1.52,
Africa,,2021-05-22,1.57,
Africa,,2021-05-23,1.59,
Africa,,2021-05-24,1.62,
Africa,,2021-05-25,1.66,
Africa,,2021-05-26,1.67,
Africa,,2021-05-27,1.69,
Africa,,2021-05-28,1.7,
Africa,,2021-05-29,1.74,
Africa,,2021-05-30,1.75,
Africa,,2021-05-31,1.81,
Africa,,2021-06-01,1.86,
Africa,,2021-06-02,1.88,
Africa,,2021-06-03,1.9,
Africa,,2021-06-04,1.91,
Africa,,2021-06-05,1.92,
Africa,,2021-06-06,1.92,
Africa,,2021-06-07,1.94,
Africa,,2021-06-08,1.98,
Africa,,2021-06-09,2.03,
Africa,,2021-06-10,2.04,
Africa,,2021-06-11,2.06,
Africa,,2021-06-12,2.07,
Africa,,2021-06-13,2.07,
Africa,,2021-06-14,2.1,
Africa,,2021-06-15,2.12,
Africa,,2021-06-16,2.13,
Africa,,2021-06-17,2.14,
Africa,,2021-06-18,2.15,
Africa,,2021-06-19,2.15,
Africa,,2021-06-20,2.19,
Africa,,2021-06-21,2.22,
Africa,,2021-06-22,2.22,
Africa,,2021-06-23,2.25,
Africa,,2021-06-24,2.31,
Africa,,2021-06-25,2.32,
Africa,,2021-06-26,2.33,
Africa,,2021-06-27,2.34,
Africa,,2021-06-28,2.37,
Africa,,2021-06-29,2.39,
Africa,,2021-06-30,2.41,
Africa,,2021-07-01,2.42,
Africa,,2021-07-02,2.43,
Africa,,2021-07-03,2.44,
Africa,,2021-07-04,2.46,
Africa,,2021-07-05,2.5,
Africa,,2021-07-06,2.52,
Africa,,2021-07-07,2.53,
Africa,,2021-07-08,2.55,
Africa,,2021-07-09,2.56,
Africa,,2021-07-10,2.57,
Africa,,2021-07-11,2.57,
Africa,,2021-07-12,2.63,
Africa,,2021-07-13,2.65,
Africa,,2021-07-14,2.66,
Africa,,2021-07-15,2.73,
Africa,,2021-07-16,2.73,
Africa,,2021-07-17,2.74,
Africa,,2021-07-18,2.75,
Africa,,2021-07-19,2.81,
Africa,,2021-07-20,2.83,
Africa,,2021-07-21,2.83,
Africa,,2021-07-22,2.89,
Africa,,2021-07-23,2.91,
Africa,,2021-07-24,2.92,
Africa,,2021-07-25,2.94,
Africa,,2021-07-26,2.98,
Africa,,2021-07-27,3.04,
Africa,,2021-07-28,3.08,
Africa,,2021-07-29,3.14,
Africa,,2021-07-30,3.16,
Africa,,2021-07-31,3.17,
Africa,,2021-08-01,3.18,
Africa,,2021-08-02,3.23,
Africa,,2021-08-03,3.34,
Africa,,2021-08-04,3.36,
Africa,,2021-08-05,3.41,
Africa,,2021-08-06,3.42,
Africa,,2021-08-07,3.44,
Africa,,2021-08-08,3.48,
Africa,,2021-08-09,3.58,
Africa,,2021-08-10,3.61,
Africa,,2021-08-11,3.64,
Africa,,2021-08-12,3.71,
Africa,,2021-08-13,3.77,
Africa,,2021-08-14,3.79,
Africa,,2021-08-15,3.8,
Africa,,2021-08-16,3.93,
Africa,,2021-08-17,3.96,
Africa,,2021-08-18,4.01,
Africa,,2021-08-19,4.07,
Africa,,2021-08-20,4.38,
Africa,,2021-08-21,4.39,
Africa,,2021-08-22,4.41,
Africa,,2021-08-23,4.46,
Africa,,2021-08-24,4.5,
Africa,,2021-08-25,4.66,
Africa,,2021-08-26,4.67,
Africa,,2021-08-27,4.8,
Africa,,2021-08-28,4.83,
Africa,,2021-08-29,4.9,
Africa,,2021-08-30,4.93,
Africa,,2021-08-31,4.99,
Africa,,2021-09-01,5.09,
Africa,,2021-09-02,5.11,
Africa,,2021-09-03,5.14,
Africa,,2021-09-04,5.26,
Africa,,2021-09-05,5.38,
Africa,,2021-09-06,5.44,
Africa,,2021-09-07,5.46,
Africa,,2021-09-08,5.48,
Africa,,2021-09-09,5.53,
Africa,,2021-09-10,5.59,
Africa,,2021-09-11,5.63,
Africa,,2021-09-12,5.73,
Africa,,2021-09-13,5.75,
Africa,,2021-09-14,5.83,
Africa,,2021-09-15,5.92,
Africa,,2021-09-16,5.97,
Africa,,2021-09-17,5.99,
Africa,,2021-09-18,5.99,
Africa,,2021-09-19,6.11,
Africa,,2021-09-20,6.14,
Africa,,2021-09-21,6.18,
Africa,,2021-09-22,6.32,
Africa,,2021-09-23,6.45,
Africa,,2021-09-24,6.47,
Africa,,2021-09-25,6.53,
Africa,,2021-09-26,6.57,
Africa,,2021-09-27,6.67,
Africa,,2021-09-28,6.71,
Africa,,2021-09-29,6.72,
Africa,,2021-09-30,6.82,
Africa,,2021-10-01,6.84,
Africa,,2021-10-02,6.88,
Africa,,2021-10-03,6.9,
Africa,,2021-10-04,6.9,
Africa,,2021-10-05,6.93,
Africa,,2021-10-06,7,
Africa,,2021-10-07,7.11,
Africa,,2021-10-08,7.36,
Africa,,2021-10-09,7.39,
Africa,,2021-10-10,7.41,
Africa,,2021-10-11,7.42,
Africa,,2021-10-12,7.44,
Africa,,2021-10-13,7.56,
Africa,,2021-10-14,7.67,
Africa,,2021-10-15,7.72,
Africa,,2021-10-16,7.72,
Africa,,2021-10-17,7.89,
Africa,,2021-10-18,7.96,
Africa,,2021-10-19,8,
Africa,,2021-10-20,8.08,
Africa,,2021-10-21,8.21,
Africa,,2021-10-22,8.23,
Africa,,2021-10-23,8.37,
Africa,,2021-10-24,8.44,
Africa,,2021-10-25,8.45,
Africa,,2021-10-26,8.52,
Africa,,2021-10-27,8.53,
Africa,,2021-10-28,8.66,
Africa,,2021-10-29,8.78,
Africa,,2021-10-30,8.82,
Africa,,2021-10-31,8.92,
Africa,,2021-11-01,8.97,
Africa,,2021-11-02,9.02,
Africa,,2021-11-03,9.05,
Africa,,2021-11-04,9.19,
Africa,,2021-11-05,9.2,
Africa,,2021-11-06,9.28,
Africa,,2021-11-07,9.32,
Africa,,2021-11-08,9.34,
Africa,,2021-11-09,9.36,
Africa,,2021-11-10,9.62,
Africa,,2021-11-11,9.73,
Africa,,2021-11-12,9.74,
Africa,,2021-11-13,9.82,
Africa,,2021-11-14,9.85,
Africa,,2021-11-15,9.89,
Africa,,2021-11-16,9.9,
Africa,,2021-11-17,9.93,
Africa,,2021-11-18,10.12,
Africa,,2021-11-19,10.13,
Africa,,2021-11-20,10.29,
Africa,,2021-11-21,10.36,
Africa,,2021-11-22,10.42,
Africa,,2021-11-23,10.48,
Africa,,2021-11-24,10.66,
Africa,,2021-11-25,10.72,
Africa,,2021-11-26,10.79,
Africa,,2021-11-27,10.83,
Africa,,2021-11-28,11,
Africa,,2021-11-29,11.09,
Africa,,2021-11-30,11.13,
Africa,,2021-12-01,11.16,
Africa,,2021-12-02,11.3,
Africa,,2021-12-03,11.3,
Africa,,2021-12-04,11.3,
Albania,ALB,2021-01-10,0,
Albania,ALB,2021-01-12,0,
Albania,ALB,2021-01-13,0.01,
Albania,ALB,2021-01-14,0.01,
Albania,ALB,2021-01-15,0.01,
Albania,ALB,2021-01-16,0.01,
Albania,ALB,2021-01-17,0.01,
Albania,ALB,2021-01-18,0.02,
Albania,ALB,2021-01-19,0.02,
Albania,ALB,2021-01-20,0.02,
Albania,ALB,2021-01-21,0.02,
Albania,ALB,2021-02-02,0.02,
Albania,ALB,2021-02-09,0.02,
Albania,ALB,2021-02-17,0.04,
Albania,ALB,2021-02-18,0.08,
Albania,ALB,2021-02-22,0.21,
Albania,ALB,2021-05-11,15.35,
Albania,ALB,2021-05-12,15.48,
Albania,ALB,2021-05-13,15.5,
Albania,ALB,2021-05-14,15.61,
Albania,ALB,2021-05-17,15.91,
Albania,ALB,2021-05-18,16.02,
Albania,ALB,2021-05-19,16.13,
Albania,ALB,2021-05-20,16.22,
Albania,ALB,2021-05-21,16.33,
Albania,ALB,2021-05-23,16.46,
Albania,ALB,2021-05-24,16.54,
Albania,ALB,2021-05-26,16.7,
Albania,ALB,2021-05-27,16.77,
Albania,ALB,2021-05-30,16.89,
Albania,ALB,2021-05-31,16.92,
Albania,ALB,2021-06-01,16.95,
Albania,ALB,2021-06-03,17.06,
Albania,ALB,2021-06-06,17.14,
Albania,ALB,2021-06-07,17.17,
Albania,ALB,2021-06-08,17.21,
Albania,ALB,2021-06-09,17.27,
Albania,ALB,2021-06-10,17.35,
Albania,ALB,2021-06-11,17.46,
Albania,ALB,2021-06-12,17.53,
Albania,ALB,2021-06-13,17.55,
Albania,ALB,2021-06-14,17.67,
Albania,ALB,2021-06-15,17.68,
Albania,ALB,2021-06-16,17.73,
Albania,ALB,2021-06-17,17.79,
Albania,ALB,2021-06-20,17.96,
Albania,ALB,2021-06-21,18.09,
Albania,ALB,2021-06-22,18.3,
Albania,ALB,2021-06-23,18.53,
Albania,ALB,2021-06-24,18.69,
Albania,ALB,2021-06-28,19.05,
Albania,ALB,2021-06-29,19.36,
Albania,ALB,2021-06-30,19.65,
Albania,ALB,2021-07-01,19.74,
Albania,ALB,2021-07-02,19.82,
Albania,ALB,2021-07-04,19.9,
Albania,ALB,2021-07-05,19.99,
Albania,ALB,2021-07-06,20.08,
Albania,ALB,2021-07-07,20.17,
Albania,ALB,2021-07-08,20.26,
Albania,ALB,2021-07-09,20.36,
Albania,ALB,2021-07-10,20.44,
Albania,ALB,2021-07-11,20.46,
Albania,ALB,2021-07-12,20.55,
Albania,ALB,2021-07-13,20.62,
Albania,ALB,2021-07-14,20.7,
Albania,ALB,2021-07-15,20.78,
Albania,ALB,2021-07-16,20.86,
Albania,ALB,2021-07-17,20.94,
Albania,ALB,2021-07-18,20.97,
Albania,ALB,2021-07-20,21.22,
Albania,ALB,2021-07-21,21.46,
Albania,ALB,2021-07-22,21.74,
Albania,ALB,2021-07-25,22.28,
Albania,ALB,2021-07-29,23,
Albania,ALB,2021-07-30,23.17,
Albania,ALB,2021-07-31,23.33,
Albania,ALB,2021-08-01,23.42,
Albania,ALB,2021-08-02,23.6,
Albania,ALB,2021-08-03,23.78,
Albania,ALB,2021-08-04,23.94,
Albania,ALB,2021-08-05,24.12,
Albania,ALB,2021-08-08,24.59,
Albania,ALB,2021-08-10,25.07,
Albania,ALB,2021-08-13,25.85,
Albania,ALB,2021-08-15,26.14,
Albania,ALB,2021-08-16,26.38,
Albania,ALB,2021-08-17,26.63,
Albania,ALB,2021-08-19,27.05,
Albania,ALB,2021-08-21,27.35,
Albania,ALB,2021-08-22,27.41,
Albania,ALB,2021-08-23,27.59,
Albania,ALB,2021-08-24,27.76,
Albania,ALB,2021-08-25,27.93,
Albania,ALB,2021-08-26,28.1,
Albania,ALB,2021-08-27,28.28,
Albania,ALB,2021-08-29,28.51,
Albania,ALB,2021-08-30,28.69,
Albania,ALB,2021-08-31,28.9,
Albania,ALB,2021-09-01,29.12,
Albania,ALB,2021-09-02,29.39,
Albania,ALB,2021-09-06,30.12,
Albania,ALB,2021-09-07,30.36,
Albania,ALB,2021-09-08,30.61,
Albania,ALB,2021-09-09,30.84,
Albania,ALB,2021-09-10,31.01,
Albania,ALB,2021-09-11,31.17,
Albania,ALB,2021-09-12,31.22,
Albania,ALB,2021-09-13,31.36,
Albania,ALB,2021-09-14,31.49,
Albania,ALB,2021-09-15,31.61,
Albania,ALB,2021-09-16,31.72,
Albania,ALB,2021-09-17,31.83,
Albania,ALB,2021-09-19,31.96,
Albania,ALB,2021-09-20,32.06,
Albania,ALB,2021-09-21,32.15,
Albania,ALB,2021-09-22,32.25,
Albania,ALB,2021-09-23,32.36,
Albania,ALB,2021-09-24,32.46,
Albania,ALB,2021-09-27,32.68,
Albania,ALB,2021-09-28,32.77,
Albania,ALB,2021-09-29,32.86,
Albania,ALB,2021-09-30,32.95,
Albania,ALB,2021-10-01,33.02,
Albania,ALB,2021-10-02,33.09,
Albania,ALB,2021-10-04,33.17,
Albania,ALB,2021-10-05,33.24,
Albania,ALB,2021-10-06,33.32,
Albania,ALB,2021-10-07,33.38,
Albania,ALB,2021-10-08,33.44,
Albania,ALB,2021-10-09,33.49,
Albania,ALB,2021-10-12,33.7,
Albania,ALB,2021-10-13,33.79,
Albania,ALB,2021-10-17,34.1,
Albania,ALB,2021-10-18,34.2,
Albania,ALB,2021-10-19,34.3,
Albania,ALB,2021-10-20,34.4,
Albania,ALB,2021-10-21,34.51,
Albania,ALB,2021-10-22,34.61,
Albania,ALB,2021-10-24,34.74,
Albania,ALB,2021-10-25,34.84,
Albania,ALB,2021-10-27,35.08,
Albania,ALB,2021-10-28,35.19,
Albania,ALB,2021-10-29,35.29,
Albania,ALB,2021-11-01,35.44,
Albania,ALB,2021-11-03,35.68,
Albania,ALB,2021-11-06,35.91,
Albania,ALB,2021-11-07,35.94,
Albania,ALB,2021-11-09,36.11,
Albania,ALB,2021-11-10,36.2,
Albania,ALB,2021-11-11,36.28,
Albania,ALB,2021-11-14,36.47,
Albania,ALB,2021-11-16,36.6,
Albania,ALB,2021-11-17,36.67,
Albania,ALB,2021-11-18,36.75,
Albania,ALB,2021-11-21,36.89,
Albania,ALB,2021-11-24,37.1,
Albania,ALB,2021-11-25,37.17,
Albania,ALB,2021-11-28,37.31,
Albania,ALB,2021-11-30,37.34,
Albania,ALB,2021-12-01,37.43,
Algeria,DZA,2021-01-29,0,
Algeria,DZA,2021-01-30,0,
Algeria,DZA,2021-02-19,0.17,
Algeria,DZA,2021-08-20,7.67,
Algeria,DZA,2021-09-04,11.21,
Algeria,DZA,2021-09-12,13.03,
Algeria,DZA,2021-09-25,13.49,
Algeria,DZA,2021-10-24,14.18,
Algeria,DZA,2021-10-27,14.24,
Algeria,DZA,2021-10-30,14.26,
Algeria,DZA,2021-11-02,14.34,
Algeria,DZA,2021-11-08,14.39,
Algeria,DZA,2021-11-13,14.45,
Algeria,DZA,2021-11-21,15.01,
Algeria,DZA,2021-11-22,15.02,
Algeria,DZA,2021-11-25,15.05,
Algeria,DZA,2021-11-29,15.11,
Andorra,AND,2021-01-25,0.74,
Andorra,AND,2021-02-01,1.34,
Andorra,AND,2021-02-10,1.67,
Andorra,AND,2021-02-12,2.1,
Andorra,AND,2021-02-19,2.77,
Andorra,AND,2021-02-24,3.09,
Andorra,AND,2021-03-08,3.15,
Andorra,AND,2021-03-10,4.72,
Andorra,AND,2021-03-15,9.18,
Andorra,AND,2021-04-05,12.64,
Andorra,AND,2021-04-19,28.1,
Andorra,AND,2021-04-26,30.8,
Andorra,AND,2021-05-03,31.26,
Andorra,AND,2021-05-10,34.82,
Andorra,AND,2021-05-17,35.7,
Andorra,AND,2021-05-31,35.7,
Andorra,AND,2021-06-07,39.47,
Andorra,AND,2021-06-14,44.79,
Andorra,AND,2021-06-21,49.99,
Andorra,AND,2021-06-28,53.93,
Andorra,AND,2021-07-12,55.6,
Andorra,AND,2021-07-19,62.63,
Andorra,AND,2021-08-01,65.6,
Andorra,AND,2021-08-15,65.99,
Andorra,AND,2021-08-29,68.4,
Andorra,AND,2021-09-26,70.21,
Andorra,AND,2021-10-03,70.3,
Andorra,AND,2021-10-31,71.1,
Angola,AGO,2021-03-01,0,
Angola,AGO,2021-03-08,0.02,
Angola,AGO,2021-03-18,0.14,
Angola,AGO,2021-03-24,0.26,
Angola,AGO,2021-03-29,0.39,
Angola,AGO,2021-04-06,0.54,
Angola,AGO,2021-04-11,0.72,
Angola,AGO,2021-04-19,1.17,
Angola,AGO,2021-04-23,1.34,
Angola,AGO,2021-05-12,1.73,
Angola,AGO,2021-05-18,1.79,
Angola,AGO,2021-05-21,1.86,
Angola,AGO,2021-05-26,1.95,
Angola,AGO,2021-05-31,2,
Angola,AGO,2021-06-08,2.18,
Angola,AGO,2021-06-10,2.28,
Angola,AGO,2021-06-15,2.42,
Angola,AGO,2021-06-20,2.55,
Angola,AGO,2021-06-24,2.68,
Angola,AGO,2021-06-28,2.78,
Angola,AGO,2021-07-05,2.8,
Angola,AGO,2021-07-12,2.82,
Angola,AGO,2021-07-19,2.82,
Angola,AGO,2021-08-03,2.86,
Angola,AGO,2021-08-09,2.87,
Angola,AGO,2021-08-16,2.95,
Angola,AGO,2021-08-20,3.02,
Angola,AGO,2021-08-25,3.27,
Angola,AGO,2021-09-01,3.44,
Angola,AGO,2021-09-11,4.45,
Angola,AGO,2021-09-19,5.41,
Angola,AGO,2021-09-26,6.27,
Angola,AGO,2021-10-08,8.44,
Angola,AGO,2021-10-14,9.31,
Angola,AGO,2021-10-18,11.16,
Angola,AGO,2021-10-20,12.16,
Angola,AGO,2021-10-26,13.26,
Angola,AGO,2021-11-02,14.28,
Angola,AGO,2021-11-07,15.53,
Angola,AGO,2021-11-11,17.1,
Angola,AGO,2021-11-18,17.53,
Angola,AGO,2021-11-21,18.11,
Angola,AGO,2021-11-24,18.47,
Angola,AGO,2021-12-02,19.97,
Anguilla,AIA,2021-02-04,0,
Anguilla,AIA,2021-02-13,8.87,
Anguilla,AIA,2021-02-14,18.26,
Anguilla,AIA,2021-02-26,25.98,
Anguilla,AIA,2021-03-09,31.07,
Anguilla,AIA,2021-03-13,33.06,
Anguilla,AIA,2021-03-19,35.36,
Anguilla,AIA,2021-04-12,38.58,
Anguilla,AIA,2021-04-22,40.43,
Anguilla,AIA,2021-05-17,58.25,
Anguilla,AIA,2021-05-28,59.53,
Anguilla,AIA,2021-06-04,59.8,
Anguilla,AIA,2021-06-11,60.29,
Anguilla,AIA,2021-06-18,60.71,
Anguilla,AIA,2021-06-25,61.25,
Anguilla,AIA,2021-07-02,61.49,
Anguilla,AIA,2021-07-09,61.63,
Anguilla,AIA,2021-07-16,61.9,
Anguilla,AIA,2021-07-23,62.14,
Anguilla,AIA,2021-07-30,62.33,
Anguilla,AIA,2021-08-06,62.76,
Anguilla,AIA,2021-08-20,62.76,
Anguilla,AIA,2021-09-03,62.76,
Anguilla,AIA,2021-09-10,62.76,
Anguilla,AIA,2021-09-17,62.8,
Anguilla,AIA,2021-09-24,62.8,
Anguilla,AIA,2021-10-01,63.13,
Anguilla,AIA,2021-10-15,63.13,
Anguilla,AIA,2021-11-05,63.13,
Anguilla,AIA,2021-11-12,63.63,
Anguilla,AIA,2021-11-19,65.49,
Anguilla,AIA,2021-11-29,65.53,
Anguilla,AIA,2021-12-01,66.37,
Antigua and Barbuda,ATG,2021-02-16,0,
Antigua and Barbuda,ATG,2021-03-15,24.48,
Antigua and Barbuda,ATG,2021-03-19,26.01,
Antigua and Barbuda,ATG,2021-03-25,26.76,
Antigua and Barbuda,ATG,2021-03-31,27.18,
Antigua and Barbuda,ATG,2021-04-03,27.38,
Antigua and Barbuda,ATG,2021-04-14,27.95,
Antigua and Barbuda,ATG,2021-04-16,28.78,
Antigua and Barbuda,ATG,2021-04-17,29.01,
Antigua and Barbuda,ATG,2021-04-22,30.14,
Antigua and Barbuda,ATG,2021-05-07,31.49,
Antigua and Barbuda,ATG,2021-05-11,31.66,
Antigua and Barbuda,ATG,2021-05-17,32.27,
Antigua and Barbuda,ATG,2021-05-21,32.89,
Antigua and Barbuda,ATG,2021-05-25,33.18,
Antigua and Barbuda,ATG,2021-05-26,33.3,
Antigua and Barbuda,ATG,2021-05-27,33.45,
Antigua and Barbuda,ATG,2021-05-29,33.64,
Antigua and Barbuda,ATG,2021-05-31,33.89,
Antigua and Barbuda,ATG,2021-06-03,34.07,
Antigua and Barbuda,ATG,2021-06-06,34.52,
Antigua and Barbuda,ATG,2021-06-07,34.81,
Antigua and Barbuda,ATG,2021-06-09,35.09,
Antigua and Barbuda,ATG,2021-06-12,35.33,
Antigua and Barbuda,ATG,2021-06-15,35.71,
Antigua and Barbuda,ATG,2021-06-17,36.07,
Antigua and Barbuda,ATG,2021-06-20,36.23,
Antigua and Barbuda,ATG,2021-06-29,36.9,
Antigua and Barbuda,ATG,2021-07-01,37.05,
Antigua and Barbuda,ATG,2021-07-04,37.16,
Antigua and Barbuda,ATG,2021-07-06,37.22,
Antigua and Barbuda,ATG,2021-07-08,37.3,
Antigua and Barbuda,ATG,2021-07-09,37.38,
Antigua and Barbuda,ATG,2021-07-13,37.52,
Antigua and Barbuda,ATG,2021-07-15,37.57,
Antigua and Barbuda,ATG,2021-07-18,37.8,
Antigua and Barbuda,ATG,2021-07-20,37.93,
Antigua and Barbuda,ATG,2021-07-21,37.98,
Antigua and Barbuda,ATG,2021-07-22,38.04,
Antigua and Barbuda,ATG,2021-07-25,38.33,
Antigua and Barbuda,ATG,2021-07-28,38.56,
Antigua and Barbuda,ATG,2021-07-29,38.64,
Antigua and Barbuda,ATG,2021-08-02,38.86,
Antigua and Barbuda,ATG,2021-08-04,38.96,
Antigua and Barbuda,ATG,2021-08-07,39.1,
Antigua and Barbuda,ATG,2021-08-10,39.1,
Antigua and Barbuda,ATG,2021-08-14,39.54,
Antigua and Barbuda,ATG,2021-08-16,39.69,
Antigua and Barbuda,ATG,2021-08-19,39.74,
Antigua and Barbuda,ATG,2021-08-22,39.97,
Antigua and Barbuda,ATG,2021-08-24,40.32,
Antigua and Barbuda,ATG,2021-08-28,40.83,
Antigua and Barbuda,ATG,2021-08-30,41.32,
Antigua and Barbuda,ATG,2021-08-31,41.59,
Antigua and Barbuda,ATG,2021-09-07,43.49,
Antigua and Barbuda,ATG,2021-09-10,44.24,
Antigua and Barbuda,ATG,2021-09-13,44.52,
Antigua and Barbuda,ATG,2021-09-17,45.68,
Antigua and Barbuda,ATG,2021-09-24,49.21,
Antigua and Barbuda,ATG,2021-09-28,51.81,
Antigua and Barbuda,ATG,2021-10-02,53.86,
Antigua and Barbuda,ATG,2021-10-04,54.43,
Antigua and Barbuda,ATG,2021-10-06,54.65,
Antigua and Barbuda,ATG,2021-10-09,55.14,
Antigua and Barbuda,ATG,2021-10-13,55.46,
Antigua and Barbuda,ATG,2021-10-16,55.81,
Antigua and Barbuda,ATG,2021-10-19,56.25,
Antigua and Barbuda,ATG,2021-10-23,56.42,
Antigua and Barbuda,ATG,2021-10-26,56.66,
Antigua and Barbuda,ATG,2021-10-30,56.99,
Antigua and Barbuda,ATG,2021-11-05,57.79,
Antigua and Barbuda,ATG,2021-11-08,59.25,
Antigua and Barbuda,ATG,2021-11-16,61.57,
Antigua and Barbuda,ATG,2021-11-21,61.88,
Antigua and Barbuda,ATG,2021-11-23,62.06,
Antigua and Barbuda,ATG,2021-11-26,62.21,
Argentina,ARG,2021-01-20,0.53,
Argentina,ARG,2021-01-21,0.55,
Argentina,ARG,2021-01-22,0.56,
Argentina,ARG,2021-01-23,0.57,
Argentina,ARG,2021-01-24,0.57,
Argentina,ARG,2021-01-25,0.57,
Argentina,ARG,2021-01-26,0.59,
Argentina,ARG,2021-01-27,0.6,
